label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
1	6.37	186.88	0.00	0.00	180.88	0.00	12.92	194.48	4.00	255
2	3.13	195.55	0.00	0.00	187.00	0.00	9.52	202.64	4.00	187
3	5.39	221.82	0.00	0.00	202.64	0.00	17.00	242.76	4.00	845
4	12.65	266.65	0.00	0.00	242.76	0.00	29.92	284.92	4.00	1365
5	7.26	280.04	0.00	0.00	274.04	0.00	16.32	287.64	4.00	342
6	9.85	242.08	0.00	0.68	235.96	0.00	18.36	249.56	4.00	281
7	22.35	202.27	0.00	2.72	183.60	0.00	42.16	223.04	4.00	1883
8	14.28	231.58	0.00	7.48	225.76	0.00	23.12	238.00	4.00	253
9	14.03	289.38	0.00	7.48	283.56	0.00	20.40	297.16	4.00	259
10	17.65	255.63	0.00	8.84	246.16	0.00	27.88	264.52	4.00	483
11	18.81	221.99	0.00	14.28	216.92	0.00	24.48	227.80	4.00	149
12	24.39	242.61	0.00	14.28	231.88	0.00	35.36	253.64	4.00	623
13	29.67	166.52	0.00	17.00	153.00	0.00	43.52	183.60	4.00	989
14	25.22	286.75	0.00	19.72	280.84	0.00	32.64	293.76	4.00	225
15	32.39	226.47	0.00	21.76	214.88	0.00	42.84	238.68	4.00	643
16	37.73	186.26	0.00	26.52	178.84	0.00	47.60	195.84	4.00	568
17	31.09	257.78	0.00	26.52	250.92	0.00	36.04	264.52	4.00	212
18	33.68	146.09	0.00	27.88	137.36	0.00	40.12	154.36	4.00	311
19	32.78	271.47	0.00	27.88	263.84	0.00	38.76	279.48	4.00	276
20	43.30	82.93	0.00	28.56	69.36	0.00	57.80	96.56	4.00	974
21	44.37	136.29	0.00	31.28	125.12	0.00	59.16	148.24	4.00	782
22	37.33	249.39	0.00	31.28	242.76	0.00	44.20	255.68	4.00	220
23	40.69	240.49	0.00	32.64	231.88	0.00	47.60	250.92	4.00	332
24	38.30	209.64	0.00	33.32	203.32	0.00	43.52	215.56	4.00	190
25	41.29	172.00	0.00	34.00	162.52	0.00	46.92	180.20	4.00	335
26	40.95	261.03	0.00	34.68	254.32	0.00	48.28	267.92	4.00	295
27	42.81	273.32	0.00	36.04	267.24	0.00	49.64	280.84	4.00	291
28	45.48	152.17	0.00	38.08	144.84	0.00	53.72	162.52	4.00	381
29	55.69	220.97	0.00	38.08	191.76	0.00	77.52	245.48	4.00	2197
30	45.31	211.58	0.00	42.16	206.72	0.00	49.64	216.92	4.00	103
31	55.31	252.34	0.00	43.52	239.36	0.00	68.00	263.16	4.00	785
32	56.48	171.98	0.00	44.20	161.84	0.00	70.04	183.60	4.00	825
33	62.71	187.11	0.00	46.92	176.80	0.00	82.28	199.24	4.00	995
34	52.60	267.35	0.00	46.92	261.80	0.00	59.84	274.04	4.00	223
35	56.64	153.24	0.00	47.60	143.48	0.00	66.64	163.20	4.00	453
36	51.76	228.59	0.00	48.28	224.40	0.00	56.44	233.24	4.00	108
37	59.52	278.58	0.00	48.96	267.24	0.00	70.04	288.32	4.00	606
38	56.56	68.32	0.00	50.32	63.24	0.00	63.24	74.12	4.00	242
39	54.95	129.85	0.00	50.32	125.12	0.00	59.84	135.32	4.00	128
